,data_clean
864,spend hour hold hour phone
865,finally base file reference number finally clue explain international agreement end responsible luggage
866,wait deal aegean
867,
868,kind man explain exactly email
869,day response tell exactly easy process smoothly
870,spend week united treat rudely
871,day submit aegean easy process kind person end help
872,wouldn realize amazing aegean bad experience sister airline aegean resolve
873,aegean person deal use possible
874,wonderful flight aegean airline june 18th june 27th dusseldorf athen
875,cabin crew excellent care guest segment present time natural smile kindness
876,i‘ve fly aegean time deserve ranking
877,check till baggage delivery totally smooth
878,airline outstanding standard operation
879,delicious meal greek touch greek wine spirit cappuccino espresso demand
880,truly common business class flight europe day
881,athen madrid
882,perfect flight
883,breakfast free economy class
884,punctual staff kind
885,plane new like fly old airline treatment staff
886,athen beirut
887,nice airline fly
888,staff professional friendly seat comfortable food delicious great selection drink
889,seat comfortable atmosphere pleasant
890,plane wasn delay twice
891,min
892,highly recommend
893,athen heraklion
894,flight rhode athen aegean airline late arrival athen know tight connection flight athen heraklion airport flight late
895,gate tell flight close book flight
896,ask open flight
897,issue new boarding pass flight partner sit add flight
898,ask seat
899,annoying thing ground lounge staff try accommodate original flight
900,crew flight catering awful min flight
901,madrid athen
902,online booking process straightforward easy
903,fare competitive
904,easy boarding process staff friendly helpful
905,wife fly madrid athen round trip airplane clean good legroom service fine
906,meal airplane meal similar okay good thing include wine economy
907,experience aegean satisfied
908,
909,santorini london athen
910,sister check santorini athen flight rollerbag label cabin baggage check aegean
911,a355 june continue flight london a3602 june gate agent stop demand pay euro carryon despite fact tag aegean previous connect flight
912,let plane pay
913,finally pay hold traveler confusion purse leave counter
914,main check counter door collect money
915,immediately seat notice purse miss
916,ask stewardess plane retrieve purse counter
917,man charge baggage fee minute run purse
918,leave plane ramp offer instead wait young baggage boy
919,accomplish minute
920,come
921,literally minute time seat stewardess check countertop
922,attendant gate counter
923,arrival heathrow departure agent athen purse lose greek police airport
924,ticket check stand
925,reference number 2294 dhl maybe courier
926,business way purse small fabric dark grey shoulder bag box label suggest pickup
927,aegean air contact greek lose offer assistance
928,pay need send
929,obviously athen know pick purse
930,ticket agent london helpful number try reach respond number respond
931,charge euro minute continue flight
932,email airline finally credit charge
933,day numerous long distance purse return
934,hopefully come week conjunction exceptionally helpful lady lose able return purse
935,athen larnaca return work
936,flight way punctual
937,use app check easy convenient able choose seat charge charge apply seat extra leg space
938,travel hand luggage decide check free
939,embarkation time order
940,people try cabin bag personnel handle situation hold fin anybody
941,light meal refreshment serve 1h30min flight
942,return flight turbulent way serve food stop drink service early
943,majority passenger drink
944,passenger panic vomiting crew manage calming passenger maintain good spirit
945,milano chania athen
946,receive email aegean upgrade notice upgrade flight milano athen
947,offer euro accept
948,flight handbag permit business class allowance handbag
949,athen ask pay handbag athen chania economy luggage permit euro gate fine run check 124 aegean pay euro
950,pay handbag euro
951,inform milano check luggage pay handbag athen content small handbag luggage space baggage
952,use lounge aegean athen permit
953,write aegean customer relation department aegean reply state twice flight athen chania economy
954,space business class
955,seat fine
956,space worth money
957,row seat like space seat pay business class
958,fold table open arm chair convenient
959,munich thessaloniki
960,good flight airline service inter europe flight
961,departure muc hour late time flight
962,onboard staff friendly hot meal serve breakfast
963,sure choice pastry good item bit stodgy bread roll hot fresh remember time happen flight business class
964,board muc airbridge deplane bus
965,comfortable flight
966,athen london
967,slightly disappoint crew time round
968,passenger ask tea pre lunch drink service tell soft drink available true aegean offer wine beer european economy
